protocol_id,run_id,engine,method,dataset,pred_len,seed,tifo_lr_scale,tifo_residual_alpha,epochs_ran,mse,mae,physical_gpu,dataset_sha256,log_file
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_itransformer_ori_s2021,native,iTransformer+ORI,ETTm2,192,2021,,,6,0.2528223991394043,0.3124987781047821,0,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_itransformer_ori_s2021/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_itransformer_ori_s2022,native,iTransformer+ORI,ETTm2,192,2022,,,6,0.2519347369670868,0.3122735917568207,2,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_itransformer_ori_s2022/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_itransformer_ori_s2023,native,iTransformer+ORI,ETTm2,192,2023,,,6,0.25380271673202515,0.31358984112739563,4,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_itransformer_ori_s2023/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_itransformer_tifo_s2021,native,iTransformer+TIFO[historical],ETTm2,192,2021,,,6,0.2509032189846039,0.3117217719554901,1,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_itransformer_tifo_s2021/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_itransformer_tifo_s2022,native,iTransformer+TIFO[historical],ETTm2,192,2022,,,6,0.25418180227279663,0.31394580006599426,3,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_itransformer_tifo_s2022/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_itransformer_tifo_s2023,native,iTransformer+TIFO[historical],ETTm2,192,2023,,,6,0.25107014179229736,0.3114084005355835,5,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_itransformer_tifo_s2023/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_patchtst_ori_s2021,native,PatchTST+ORI,ETTm2,192,2021,,,8,0.24731235206127167,0.30829355120658875,6,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_patchtst_ori_s2021/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_patchtst_ori_s2022,native,PatchTST+ORI,ETTm2,192,2022,,,8,0.2500847280025482,0.3099791705608368,0,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_patchtst_ori_s2022/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_patchtst_ori_s2023,native,PatchTST+ORI,ETTm2,192,2023,,,7,0.24681739509105682,0.30845528841018677,2,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_patchtst_ori_s2023/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_patchtst_tifo_s2021,native,PatchTST+TIFO[historical],ETTm2,192,2021,,,10,0.24215397238731384,0.3027884066104889,7,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_patchtst_tifo_s2021/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_patchtst_tifo_s2022,native,PatchTST+TIFO[historical],ETTm2,192,2022,,,9,0.24372659623622894,0.30375802516937256,1,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_patchtst_tifo_s2022/run.log
kdd_resubmit_ettm2_h192_two_backbones_gate_v1,gate_ettm2_h192_patchtst_tifo_s2023,native,PatchTST+TIFO[historical],ETTm2,192,2023,,,10,0.24287879467010498,0.30379894375801086,3,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/gate_ettm2_h192_patchtst_tifo_s2023/run.log
