protocol_id,run_id,engine,method,dataset,pred_len,seed,tifo_lr_scale,tifo_residual_alpha,epochs_ran,mse,mae,physical_gpu,dataset_sha256,log_file
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h336_ori_s2021,native,PatchTST+ORI,ETTm2,336,2021,,,10,0.31532901525497437,0.35158830881118774,0,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h336_ori_s2021/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h336_ori_s2022,native,PatchTST+ORI,ETTm2,336,2022,,,6,0.3092844784259796,0.34775102138519287,2,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h336_ori_s2022/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h336_ori_s2023,native,PatchTST+ORI,ETTm2,336,2023,,,8,0.3102366626262665,0.34958064556121826,4,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h336_ori_s2023/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h336_tifo_s2021,native,PatchTST+TIFO[historical],ETTm2,336,2021,,,8,0.3051894009113312,0.3453986346721649,1,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h336_tifo_s2021/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h336_tifo_s2022,native,PatchTST+TIFO[historical],ETTm2,336,2022,,,11,0.30756935477256775,0.3471740782260895,3,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h336_tifo_s2022/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h336_tifo_s2023,native,PatchTST+TIFO[historical],ETTm2,336,2023,,,8,0.3043792247772217,0.3438085913658142,5,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h336_tifo_s2023/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h720_ori_s2021,native,PatchTST+ORI,ETTm2,720,2021,,,8,0.4158364534378052,0.41060128808021545,6,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h720_ori_s2021/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h720_ori_s2022,native,PatchTST+ORI,ETTm2,720,2022,,,8,0.4182564616203308,0.41265925765037537,0,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h720_ori_s2022/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h720_ori_s2023,native,PatchTST+ORI,ETTm2,720,2023,,,8,0.4163050353527069,0.4122547209262848,2,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h720_ori_s2023/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h720_tifo_s2021,native,PatchTST+TIFO[historical],ETTm2,720,2021,,,11,0.3990592360496521,0.39775413274765015,7,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h720_tifo_s2021/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h720_tifo_s2022,native,PatchTST+TIFO[historical],ETTm2,720,2022,,,10,0.3993857800960541,0.3988187909126282,1,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h720_tifo_s2022/run.log
kdd_resubmit_patchtst_ettm2_h336_h720_v1,coverage_patchtst_ettm2_h720_tifo_s2023,native,PatchTST+TIFO[historical],ETTm2,720,2023,,,10,0.39817044138908386,0.3969677984714508,3,db973ca252c6410a30d0469b13d696cf919648d0f3fd588c60f03fdbdbadd1fd,/mnt/data1/park/TS/FredNormer/experiment_records/coverage_patchtst_ettm2_h720_tifo_s2023/run.log
